species,unique_gene_identifiers,other_gene_identifiers,gene_models,descriptions,annotations,sources
zma,spb1,suppressor of plant blotching1,,blotched plant anthocyanin pigmentation|Leaves and stem appear to have clonal stripes of anthocyanin. Close examination of these pigmented stripes reveals blotches of anthocyanin pigmentation due to cell to cell variability in the levels of anthocyanin production.,,MaizeGDB
zma,b1|B1-Bh|GRMZM2G172795|Zm00001d000236|ncbi=103646088,booster|colored plant1|gsy1(b1)|npi248-b1|R2|R-2|sc1|SC1|umc1776|ZmbHLH2,GRMZM2G172795|Zm00001d000236,blotched plant anthocyanin pigmentation|plant anthocyanin pigment blotching,,MaizeGDB
zma,cpd1|Cpd1,,,blotched plant anthocyanin pigmentation|plant anthocyanin pigment blotching,,MaizeGDB
zma,cpd33|cpd36|cpd52|cpd63|cpd82|cpd93|GRMZM5G852378|Zm00001d011239|ncbi=103636036,Protein QUIRKY,GRMZM5G852378|Zm00001d011239,blotched plant anthocyanin pigmentation|plant anthocyanin pigment blotching,,MaizeGDB
zma,pl1|Pl1-Bh1|GRMZM2G701063|Zm00001d037118|ncbi=732799,bh1|bnlg1136b|gsy244(pl1)|nc009|nc010|nc10|nc9|phi031|phi31|purple plant1|umc1014|umc205(pl)|ZmMYB2,GRMZM2G701063|Zm00001d037118,blotched plant anthocyanin pigmentation|plant anthocyanin pigment blotching,,MaizeGDB
zma,spb1,suppressor of plant blotching1,,blotched plant anthocyanin pigmentation|plant anthocyanin pigment blotching,,MaizeGDB
zma,bf1|Bf1-DR046-1|Bf1-ref|GRMZM2G051219|Zm00001d048461|ncbi=100192060,blue fluorescent1|PCO127845|PCO127845(707),GRMZM2G051219|Zm00001d048461,"blue fluorescence-anthers|fluoresces blue under UV light due to anthranilic acid accumulation, in homozygous or heterozygous Bf1 anthers",,MaizeGDB
zma,bf2|bf2-N185A,blue fluorescent2,,"blue fluorescence-anthers|fluoresces blue under UV light due to anthranilic acid accumulation, in homozygous or heterozygous Bf1 anthers",,MaizeGDB
zma,bf1|Bf1-99-2070-8|Bf1-DR046-1|Bf1-ref|def(Bf1..bm4)044-4|GRMZM2G051219|Zm00001d048461|ncbi=100192060,blue fluorescent1|PCO127845|PCO127845(707),GRMZM2G051219|Zm00001d048461,blue fluorescence-leaves|fluoresces blue under UV light due to anthranilic acid accumulation,,MaizeGDB
zma,bf1|Bf1-DR046-1|Bf1-ref|GRMZM2G051219|Zm00001d048461|ncbi=100192060,blue fluorescent1|PCO127845|PCO127845(707),GRMZM2G051219|Zm00001d048461,"blue fluorescent plant|When dominant, seedlings and anthers fluoresce blue under ultraviolet light; anthranilic acid present",,MaizeGDB
zma,bf2,blue fluorescent2,,"blue fluorescent plant|When dominant, seedlings and anthers fluoresce blue under ultraviolet light; anthranilic acid present",,MaizeGDB
zma,br1,brachytic1,,"brachytic plant|Plants are reduced in height due to extremely shortened internodes but have normal size and number of leaves, ears, tassels, etc.  Plants do not elongate in response to gibberellins.",,MaizeGDB
zma,br2|br2-1005|br2-23|br2-3::Mu|br2-5|br2-6::Mu7|br2-7081|br2-7861|br2-7::Mu|br2-9::Mu|br2-CM104|br2-mi8043|br2-Mut001|br2-Mut002|br2-Mut003|br2-NC238|br2-qph1|GRMZM2G315375|Zm00001d031871|ncbi=100384057,abcb1|brachytic2|Hahn 6 dwarf|mi1|Oakes dwarf|pgp1|qpa1|R4 dwarf|rs131839167|umc2238|umc2239|ZmABCB4|ZmPGP1,GRMZM2G315375|Zm00001d031871,"brachytic plant|Plants are reduced in height due to extremely shortened internodes but have normal size and number of leaves, ears, tassels, etc.  Plants do not elongate in response to gibberellins.",,MaizeGDB
zma,bv1|bv1-br3|GRMZM2G366698|Zm00001d016486|ncbi=100194149,AY110906|br3|brachytic3|brevis plant1|CL14503_1|inositol polyphosphate 5-phosphatase,GRMZM2G366698|Zm00001d016486,"brachytic plant|Plants are reduced in height due to extremely shortened internodes but have normal size and number of leaves, ears, tassels, etc.  Plants do not elongate in response to gibberellins.",,MaizeGDB
zma,d*-N1352B,d*-1352B|dwarfN1352B,,"brachytic plant|Plants are reduced in height due to extremely shortened internodes but have normal size and number of leaves, ears, tassels, etc.  Plants do not elongate in response to gibberellins.",,MaizeGDB
zma,na2|na2-N2374|GRMZM2G057000|Zm00001d014887|ncbi=542549,brassinosteroid biosynthesis-like|dwf1|DWF1 like1|dwfl1|nana plant2|pco076650|umc1389|Zmdwf1,GRMZM2G057000|Zm00001d014887,"brachytic plant|Plants are reduced in height due to extremely shortened internodes but have normal size and number of leaves, ears, tassels, etc.  Plants do not elongate in response to gibberellins.",,MaizeGDB
zma,ns1|ns1-R|GRMZM2G069028|Zm00001d004889|uniprot=Q70UV1|ncbi=542051,HB-type transcription factor|narrow sheath1|prs|WUSCHEL-related homeobox 3A|WUSCHEL-related homeobox 3B|ZmHB125,GRMZM2G069028|Zm00001d004889,"brachytic plant|Plants are reduced in height due to extremely shortened internodes but have normal size and number of leaves, ears, tassels, etc.  Plants do not elongate in response to gibberellins.",,MaizeGDB
zma,ns2|ns2-R|Zm00001d052598|uniprot=Q6S3I3|ncbi=542147,narrow sheath2|WUSCHEL-related homeobox 3B,Zm00001d052598,"brachytic plant|Plants are reduced in height due to extremely shortened internodes but have normal size and number of leaves, ears, tassels, etc.  Plants do not elongate in response to gibberellins.",,MaizeGDB
zma,sem1|sem1-1364|sem1-mu12|sem1-mu9|sem1-R,de*-1364|dek*-Mu1364|semaphore1,,"brachytic plant|Plants are reduced in height due to extremely shortened internodes but have normal size and number of leaves, ears, tassels, etc.  Plants do not elongate in response to gibberellins.",,MaizeGDB
zma,br1,brachytic1,,"brachytic plant|short internodes, stiff erect leaves, short plant; no response to gibberellins",,MaizeGDB
zma,br2|br2-1005|br2-23|br2-3::Mu|br2-5|br2-6::Mu7|br2-7081|br2-7861|br2-7::Mu|br2-9::Mu|br2-CM104|br2-mi8043|br2-Mut001|br2-Mut002|br2-Mut003|br2-NC238|br2-qph1|GRMZM2G315375|Zm00001d031871|ncbi=100384057,abcb1|brachytic2|Hahn 6 dwarf|mi1|Oakes dwarf|pgp1|qpa1|R4 dwarf|rs131839167|umc2238|umc2239|ZmABCB4|ZmPGP1,GRMZM2G315375|Zm00001d031871,"brachytic plant|short internodes, stiff erect leaves, short plant; no response to gibberellins",,MaizeGDB
zma,bv1|bv1-br3|GRMZM2G366698|Zm00001d016486|ncbi=100194149,AY110906|br3|brachytic3|brevis plant1|CL14503_1|inositol polyphosphate 5-phosphatase,GRMZM2G366698|Zm00001d016486,"brachytic plant|short internodes, stiff erect leaves, short plant; no response to gibberellins",,MaizeGDB
zma,d*-N1352B,d*-1352B|dwarfN1352B,,"brachytic plant|short internodes, stiff erect leaves, short plant; no response to gibberellins",,MaizeGDB
zma,na2|na2-N2374|GRMZM2G057000|Zm00001d014887|ncbi=542549,brassinosteroid biosynthesis-like|dwf1|DWF1 like1|dwfl1|nana plant2|pco076650|umc1389|Zmdwf1,GRMZM2G057000|Zm00001d014887,"brachytic plant|short internodes, stiff erect leaves, short plant; no response to gibberellins",,MaizeGDB
zma,ns1|ns1-R|GRMZM2G069028|Zm00001d004889|uniprot=Q70UV1|ncbi=542051,HB-type transcription factor|narrow sheath1|prs|WUSCHEL-related homeobox 3A|WUSCHEL-related homeobox 3B|ZmHB125,GRMZM2G069028|Zm00001d004889,"brachytic plant|short internodes, stiff erect leaves, short plant; no response to gibberellins",,MaizeGDB
zma,ns2|ns2-R|Zm00001d052598|uniprot=Q6S3I3|ncbi=542147,narrow sheath2|WUSCHEL-related homeobox 3B,Zm00001d052598,"brachytic plant|short internodes, stiff erect leaves, short plant; no response to gibberellins",,MaizeGDB
zma,sem1|sem1-1364|sem1-mu12|sem1-mu9|sem1-R,de*-1364|dek*-Mu1364|semaphore1,,"brachytic plant|short internodes, stiff erect leaves, short plant; no response to gibberellins",,MaizeGDB
zma,ra3|ra3-JD|GRMZM2G014729|Zm00001d022193|uniprot=Q1W5S8|ncbi=732774,fae1|fea1|ramosa3|TPPB.2.1|trehalose-6-phosphate phosphatase|trehalose-6-phosphate phosphatase10|trpp10|ZmTPP10(RA3),GRMZM2G014729|Zm00001d022193,"branched ear|Figure from Kempton, 1923 Frontispiece of <a href=""http://jhered.oxfordjournals.org/content/14/6/local/front-matter.pdf"">JOH vol 14 issue 6</a>",,MaizeGDB
zma,ra3|ra3-JD|GRMZM2G014729|Zm00001d022193|uniprot=Q1W5S8|ncbi=732774,fae1|fea1|ramosa3|TPPB.2.1|trehalose-6-phosphate phosphatase|trehalose-6-phosphate phosphatase10|trpp10|ZmTPP10(RA3),GRMZM2G014729|Zm00001d022193,branched ear|Small ear(s) branch from the base of the main ear,,MaizeGDB
zma,bd1|bd1-2|bd1-3|bd1-mum20250::Mu1|bd1-N2355|GRMZM2G307119|Zm00001d022488|ncbi=542097,AP2-EREBP-transcription factor 151|branched silkless1|ereb151|rs131187034,GRMZM2G307119|Zm00001d022488,branched silkless|branched ear and tassel; no silks; tassel spikelets in groups of 2 or more,,MaizeGDB
zma,bv1|bv1-1301|bv1-1302|GRMZM2G366698|Zm00001d016486|ncbi=100194149,AY110906|br3|brachytic3|brevis plant1|CL14503_1|inositol polyphosphate 5-phosphatase,GRMZM2G366698|Zm00001d016486,brevis plant|Brevis type plants do not have a general shortening of the internodes. The brevis plant has only the parts about the ear modified. The length of the internodes in the lower half of the section of stalk between the base and the ear is approximately normal. There is marked shortening of the internodes above and below the ear for about equal distances. The tillers of typical brevis plants do not have the same modification as the main culm,,MaizeGDB
zma,bv2,brevis plant2,,brevis plant|Brevis type plants do not have a general shortening of the internodes. The brevis plant has only the parts about the ear modified. The length of the internodes in the lower half of the section of stalk between the base and the ear is approximately normal. There is marked shortening of the internodes above and below the ear for about equal distances. The tillers of typical brevis plants do not have the same modification as the main culm,,MaizeGDB
zma,bv1|bv1-1301|bv1-1302|GRMZM2G366698|Zm00001d016486|ncbi=100194149,AY110906|br3|brachytic3|brevis plant1|CL14503_1|inositol polyphosphate 5-phosphatase,GRMZM2G366698|Zm00001d016486,brevis plant|short internodes above ear; short plant,,MaizeGDB
zma,bv2,brevis plant2,,brevis plant|short internodes above ear; short plant,,MaizeGDB
zma,brk1|brk1-1|brk1-mum1|GRMZM5G842058|Zm00001d018535|uniprot=Q8RW98|ncbi=542086,brick1,GRMZM5G842058|Zm00001d018535,brick|Formation of leaf blade epidermal cell lobes blocked; stomatal subsidiary cells are often abnormal; cell shape resemble brick,,MaizeGDB
zma,brk2|brk2-1,brick2,,brick|Formation of leaf blade epidermal cell lobes blocked; stomatal subsidiary cells are often abnormal; cell shape resemble brick,,MaizeGDB
zma,brk3|brk3-1|brk3-2|brk3-3|GRMZM2G180150|Zm00001d023262|ncbi=100502470,brick3|nap1 homolog,GRMZM2G180150|Zm00001d023262,brick|Formation of leaf blade epidermal cell lobes blocked; stomatal subsidiary cells are often abnormal; cell shape resemble brick,,MaizeGDB
zma,brk3|brk3-1|brk3-2|brk3-3|GRMZM5G886363|Zm00001d023262|ncbi=100502470,brick3|nap1 homolog,GRMZM5G886363|Zm00001d023262,brick|Formation of leaf blade epidermal cell lobes blocked; stomatal subsidiary cells are often abnormal; cell shape resemble brick,,MaizeGDB
zma,brk1|brk1-1|brk1-mum1|GRMZM5G842058|Zm00001d018535|uniprot=Q8RW98|ncbi=542086,brick1,GRMZM5G842058|Zm00001d018535,brick|Mutant leaf blade epidermal cells expand to the same extent as wild-type cells but fail to establish polar growth sites from which lobes arise; leading to a brick shaped cell.,,MaizeGDB
zma,brk2|brk2-1,brick2,,brick|Mutant leaf blade epidermal cells expand to the same extent as wild-type cells but fail to establish polar growth sites from which lobes arise; leading to a brick shaped cell.,,MaizeGDB
zma,brk3|brk3-1|brk3-2|brk3-3|GRMZM2G180150|Zm00001d023262|ncbi=100502470,brick3|nap1 homolog,GRMZM2G180150|Zm00001d023262,brick|Mutant leaf blade epidermal cells expand to the same extent as wild-type cells but fail to establish polar growth sites from which lobes arise; leading to a brick shaped cell.,,MaizeGDB
zma,brk3|brk3-1|brk3-2|brk3-3|GRMZM5G886363|Zm00001d023262|ncbi=100502470,brick3|nap1 homolog,GRMZM5G886363|Zm00001d023262,brick|Mutant leaf blade epidermal cells expand to the same extent as wild-type cells but fail to establish polar growth sites from which lobes arise; leading to a brick shaped cell.,,MaizeGDB
zma,bt1|bt1-2054::Mu|bt1-3040|bt1-6-783-7|bt1-A|bt1-C103|bt1-Eldridge|bt1-Elmore|bt1-m2|bt1-m3::dSpm|bt1-m4::Ds|bt1-N2308|bt1-N2309|bt1-N2310|bt1-N797A|bt1-R|bt1-sh3|bt1-Singleton|bt1-T|bt1-TS2408|bt1-TS2903|bt1-Vineyard|bt1-W187R|GRMZM2G144081|Zm00001d015746|uniprot=P29518|ncbi=732804,brittle endosperm1|cv|gsy60c(bt2)|sh3|sh*-459|sh5|sh*-N1992|sh*-op1992|ZmBT1-1,GRMZM2G144081|Zm00001d015746,"brittle endosperm|mature kernel collapsed, angular and brittle",,MaizeGDB
zma,bt2|bt2-60-158|bt2-7315|bt2-7480|bt2-7503|bt2-9101|bt2-9201|bt2-9626|bt2-B|bt2-C|bt2-H2328|bt2-Williams|GRMZM2G068506|Zm00001d050032|ncbi=541902,adp3|agpsen|brittle endosperm2|glt1|gpm823|gsy60a(bt2)|npi314(adp)|rs131175588|rs131175589|rs131175590|rs131175591|ss196415731|ss196415734|ss196415736|ss196415738,GRMZM2G068506|Zm00001d050032,"brittle endosperm|mature kernel collapsed, angular and brittle",,MaizeGDB
zma,cp*-N1313,collapsedN1313|cp*-1313,,"brittle endosperm|mature kernel collapsed, angular and brittle",,MaizeGDB
zma,sh2|GRMZM2G429899|Zm00001d044129|uniprot=P55241|ncbi=542761,Agp5|agplen|gsy59a(sh2)|rs131175558|rs131175559|sc58|shrunken2|ss196415630|ss196415633|ZmAGPL1,GRMZM2G429899|Zm00001d044129,"brittle endosperm|mature kernel collapsed, angular and brittle",,MaizeGDB
zma,bt1|bt1-2054::Mu|bt1-3040|bt1-6-783-7|bt1-A|bt1-C103|bt1-Eldridge|bt1-Elmore|bt1-m2|bt1-m3::dSpm|bt1-m4::Ds|bt1-N2308|bt1-N2309|bt1-N2310|bt1-N797A|bt1-R|bt1-sh3|bt1-Singleton|bt1-T|bt1-TS2408|bt1-TS2903|bt1-Vineyard|bt1-W187R|GRMZM2G144081|Zm00001d015746|uniprot=P29518|ncbi=732804,brittle endosperm1|cv|gsy60c(bt2)|sh3|sh*-459|sh5|sh*-N1992|sh*-op1992|ZmBT1-1,GRMZM2G144081|Zm00001d015746,"brittle endosperm|some mutants with this phenotype are called shrunken (e.g., sh2)",,MaizeGDB
zma,bt2|bt2-60-158|bt2-7315|bt2-7480|bt2-7503|bt2-9101|bt2-9201|bt2-9626|bt2-B|bt2-C|bt2-H2328|bt2-Williams|GRMZM2G068506|Zm00001d050032|ncbi=541902,adp3|agpsen|brittle endosperm2|glt1|gpm823|gsy60a(bt2)|npi314(adp)|rs131175588|rs131175589|rs131175590|rs131175591|ss196415731|ss196415734|ss196415736|ss196415738,GRMZM2G068506|Zm00001d050032,"brittle endosperm|some mutants with this phenotype are called shrunken (e.g., sh2)",,MaizeGDB
zma,cp*-N1313,collapsedN1313|cp*-1313,,"brittle endosperm|some mutants with this phenotype are called shrunken (e.g., sh2)",,MaizeGDB
zma,sh2|GRMZM2G429899|Zm00001d044129|uniprot=P55241|ncbi=542761,Agp5|agplen|gsy59a(sh2)|rs131175558|rs131175559|sc58|shrunken2|ss196415630|ss196415633|ZmAGPL1,GRMZM2G429899|Zm00001d044129,"brittle endosperm|some mutants with this phenotype are called shrunken (e.g., sh2)",,MaizeGDB
zma,bt1|bt1-2054::Mu|bt1-3040|bt1-6-783-7|bt1-A|bt1-C103|bt1-Eldridge|bt1-Elmore|bt1-m2|bt1-m3::dSpm|bt1-m4::Ds|bt1-N2308|bt1-N2309|bt1-N2310|bt1-N797A|bt1-R|bt1-sh3|bt1-Singleton|bt1-T|bt1-TS2408|bt1-TS2903|bt1-Vineyard|bt1-W187R|GRMZM2G144081|Zm00001d015746|uniprot=P29518|ncbi=732804,brittle endosperm1|cv|gsy60c(bt2)|sh3|sh*-459|sh5|sh*-N1992|sh*-op1992|ZmBT1-1,GRMZM2G144081|Zm00001d015746,brittle endosperm|texture of endosperm is brittle,,MaizeGDB
zma,bt2|bt2-60-158|bt2-7315|bt2-7480|bt2-7503|bt2-9101|bt2-9201|bt2-9626|bt2-B|bt2-C|bt2-H2328|bt2-Williams|GRMZM2G068506|Zm00001d050032|ncbi=541902,adp3|agpsen|brittle endosperm2|glt1|gpm823|gsy60a(bt2)|npi314(adp)|rs131175588|rs131175589|rs131175590|rs131175591|ss196415731|ss196415734|ss196415736|ss196415738,GRMZM2G068506|Zm00001d050032,brittle endosperm|texture of endosperm is brittle,,MaizeGDB
zma,cp*-N1313,collapsedN1313|cp*-1313,,brittle endosperm|texture of endosperm is brittle,,MaizeGDB
zma,sh2|GRMZM2G429899|Zm00001d044129|uniprot=P55241|ncbi=542761,Agp5|agplen|gsy59a(sh2)|rs131175558|rs131175559|sc58|shrunken2|ss196415630|ss196415633|ZmAGPL1,GRMZM2G429899|Zm00001d044129,brittle endosperm|texture of endosperm is brittle,,MaizeGDB
zma,btn1|btn1-B73,brittle node1,,brittle node|tendency of plants past seedling stage to break at the nodes,,MaizeGDB
zma,bk2|bk2-Mu1|bk2-Mu7|GRMZM2G109326|Zm00001d047276|ncbi=778435,brittle stalk2,GRMZM2G109326|Zm00001d047276,brittle stalk|brittle plant parts after 4-leaf stage; leaves shatter after moderate winds,,MaizeGDB
zma,bk3|bk3-ref,,,brittle stalk|brittle plant parts after 4-leaf stage; leaves shatter after moderate winds,,MaizeGDB
zma,btn1|btn1-B73,brittle node1,,brittle tassel,,MaizeGDB
zma,an1|an1-891339::Mu2|GRMZM2G081554|Zm00001d032961|ncbi=542253,an1.5|an2.6|anther ear1|copalyl diphosphate synthase1|cpps1|cps1|rs131175334|ss196414714|ZmCPS2,GRMZM2G081554|Zm00001d032961,broad leaf,,MaizeGDB
zma,cr1,crinkly leaves1,,broad leaf,,MaizeGDB
zma,d1|GRMZM2G036340|Zm00001d039634|ncbi=100280117,bnlg1447|dwarf plant1|ga3ox1|ga3ox2|gibberellin 3-oxidase2|qPH3.1|Zea mays GA 3-oxidase 1 (D1)|ZmGA3ox1|ZmGA3ox2,GRMZM2G036340|Zm00001d039634,broad leaf,,MaizeGDB
zma,d1|GRMZM2G036340|Zm00001d039634|ncbi=101202726,bnlg1447|dwarf plant1|ga3ox1|ga3ox2|gibberellin 3-oxidase2|qPH3.1|Zea mays GA 3-oxidase 1 (D1)|ZmGA3ox1|ZmGA3ox2,GRMZM2G036340|Zm00001d039634,broad leaf,,MaizeGDB
zma,d8|D8-N1452|D8-N1591|GRMZM2G144744|Zm00001d033680|uniprot=Q9ST48|ncbi=100191728,DELLA protein DWARF8|dwarf plant8|gnp_AI770444b|gpm82b|miniplant1|mpl1|PCO148437|rs128285143|rs55625097|ss196414776|ZmGRAS8,GRMZM2G144744|Zm00001d033680,broad leaf,,MaizeGDB
zma,na2|na2-N2374|GRMZM2G057000|Zm00001d014887|ncbi=542549,brassinosteroid biosynthesis-like|dwf1|DWF1 like1|dwfl1|nana plant2|pco076650|umc1389|Zmdwf1,GRMZM2G057000|Zm00001d014887,broad leaf,,MaizeGDB
zma,na3|na3-N156A,d*-156A|nana3|smp*-156A|smp*-N156A,,broad leaf,,MaizeGDB
zma,smp*-N1324B,sdw*-N1324B|small plantN1324B|smp*-1324B,,broad leaf,,MaizeGDB
zma,smp*-N272A,small plantN272A|smp*-272A,,broad leaf,,MaizeGDB
zma,an1|def(an1..bz2)-6923|GRMZM2G081554|Zm00001d032961|ncbi=542253,an1.5|an2.6|anther ear1|copalyl diphosphate synthase1|cpps1|cps1|rs131175334|ss196414714|ZmCPS2,GRMZM2G081554|Zm00001d032961,"bronze aleurone|bronze or dilute purple aleurone color, green or brown plant, red pericarp with P",,MaizeGDB
zma,bz1|bz1(Dp26)-m1|bz1-E1|bz1-E10|bz1-E2|bz1-E3|bz1-E4|bz1-E5|bz1-E6|bz1-E7|bz1-E8|bz1-E9|bz1-EMc1|bz1-m1::Ds|bz1-m2(D3)::Ds|bz1-m2(D5)::Ds|bz1-m2(DI)::Ds|bz1-m2(DII)::Ds|bz1-m4::Ds|bz1-Mum4::Mu1|bz1-Mus3|bz1-Mus5|bz1-Mus6|bz1-Mus::Mu|bz1-N1648|bz1-R|bz1-(r)d|bz1-s|bz1-s1|bz1-s2|bz1-s2.1|bz1-s2114::Ac|bz1-s2.2|bz1-s30.1|GRMZM2G165390|Zm00001d045055|uniprot=P16165|ncbi=732800,agr(bz1)|bnl(bz1)|bronze1|npi8-bz1|phi017|UDP-flavonol-glycosyltransferase1|ufgt1|umc192(bz1),GRMZM2G165390|Zm00001d045055,"bronze aleurone|bronze or dilute purple aleurone color, green or brown plant, red pericarp with P",,MaizeGDB
zma,bz1|bz1(Dp26)-m1|bz1-E1|bz1-E10|bz1-E2|bz1-E3|bz1-E4|bz1-E5|bz1-E6|bz1-E7|bz1-E8|bz1-E9|bz1-EMc1|bz1-m1::Ds|bz1-m2(D3)::Ds|bz1-m2(D5)::Ds|bz1-m2(DI)::Ds|bz1-m2(DII)::Ds|bz1-m4::Ds|bz1-Mum4::Mu1|bz1-Mus3|bz1-Mus5|bz1-Mus6|bz1-Mus::Mu|bz1-N1648|bz1-R|bz1-(r)d|bz1-s|bz1-s1|bz1-s2|bz1-s2.1|bz1-s2114::Ac|bz1-s2.2|bz1-s30.1|GRMZM2G165390|Zm00001d045055|uniprot=P16166|ncbi=732800,agr(bz1)|bnl(bz1)|bronze1|npi8-bz1|phi017|UDP-flavonol-glycosyltransferase1|ufgt1|umc192(bz1),GRMZM2G165390|Zm00001d045055,"bronze aleurone|bronze or dilute purple aleurone color, green or brown plant, red pericarp with P",,MaizeGDB
zma,bz1|bz1(Dp26)-m1|bz1-E1|bz1-E10|bz1-E2|bz1-E3|bz1-E4|bz1-E5|bz1-E6|bz1-E7|bz1-E8|bz1-E9|bz1-EMc1|bz1-m1::Ds|bz1-m2(D3)::Ds|bz1-m2(D5)::Ds|bz1-m2(DI)::Ds|bz1-m2(DII)::Ds|bz1-m4::Ds|bz1-Mum4::Mu1|bz1-Mus3|bz1-Mus5|bz1-Mus6|bz1-Mus::Mu|bz1-N1648|bz1-R|bz1-(r)d|bz1-s|bz1-s1|bz1-s2|bz1-s2.1|bz1-s2114::Ac|bz1-s2.2|bz1-s30.1|GRMZM2G165390|Zm00001d045055|uniprot=P16167|ncbi=732800,agr(bz1)|bnl(bz1)|bronze1|npi8-bz1|phi017|UDP-flavonol-glycosyltransferase1|ufgt1|umc192(bz1),GRMZM2G165390|Zm00001d045055,"bronze aleurone|bronze or dilute purple aleurone color, green or brown plant, red pericarp with P",,MaizeGDB
zma,bz2|bz2-s|GRMZM2G016241|Zm00001d032969|uniprot=P50472|ncbi=100502255,bronze2|GSTU4|pa|umc181(bz2),GRMZM2G016241|Zm00001d032969,"bronze aleurone|bronze or dilute purple aleurone color, green or brown plant, red pericarp with P",,MaizeGDB
zma,stk1|stk1-s4|GRMZM2G165433|Zm00001d045056|ncbi=100502371,serine threonine kinase1|umc1596,GRMZM2G165433|Zm00001d045056,"bronze aleurone|bronze or dilute purple aleurone color, green or brown plant, red pericarp with P",,MaizeGDB
zma,bn1|Bn1|Bn1-PSS,brown aleurone1,,"brown aleurone|In Bn1, can cause kernel color of white endosperm mutants to appear pale yellow or lemon.",,MaizeGDB
zma,brn1|brn1-R,brown aleurone1|brown kernel1,,"brown aleurone|In Bn1, can cause kernel color of white endosperm mutants to appear pale yellow or lemon.",,MaizeGDB
zma,bn1|Bn1|Bn1-PSS,brown aleurone1,,brown aleurone|yellowish brown color in the aleurone layer,,MaizeGDB
zma,brn1|brn1-R,brown aleurone1|brown kernel1,,brown aleurone|yellowish brown color in the aleurone layer,,MaizeGDB
zma,brn1|brn1-R,brown aleurone1|brown kernel1,,brown embryo,,MaizeGDB
zma,p1|P1-wr|p1-wrb|P1-wwb|GRMZM2G084799|Zm00001d028842|ncbi=542272,fv|gsy271(P)|npi281(P1)|npi370|npi370-p1|npi370(p1)|pericarp color1|phi095|php90281|sc271|umc185(p1)|ZmMYB3,GRMZM2G084799|Zm00001d028842,browning silks,,MaizeGDB
zma,bnk*-N1519C,bnk*-1519C|brown kernelN1519C,,brown kernel,,MaizeGDB
zma,brn1|brn1-3071|brn1-Nelson|brn1-R,brown aleurone1|brown kernel1,,brown kernel,,MaizeGDB
zma,brn2|brn2-Nelson|brn2-R,brown kernel2,,brown kernel,,MaizeGDB
zma,spc1|Spc1-N1376,Les*-1376|Spc*-1376|speckled1,,brown leaf blade,,MaizeGDB
zma,bf1|def(Bf1..bm4)044-4|GRMZM2G051219|Zm00001d048461|ncbi=100192060,blue fluorescent1|PCO127845|PCO127845(707),GRMZM2G051219|Zm00001d048461,"brown midrib|brown pigment in vascular bundles of the sheath, midribs, and blades; also extending to cob and roots; first visible as a reddish-brown pigmentation of the midrib at the 4-6 leaf stage.",,MaizeGDB
zma,bm1|bm1-MM1970|bm1-mu1971|bm1-mu1972|bm1-N2331B|bm1-PI228174|bm1-PI251009|bm1-PI267186|GRMZM5G844562|Zm00001d015618|uniprot=O24562|ncbi=542663,brown midrib1|cad2|cdh2|cinnamyl alcohol dehydrogenase2|CL1675_1|CL1675_1(412)|ZmCAD,GRMZM5G844562|Zm00001d015618,"brown midrib|brown pigment in vascular bundles of the sheath, midribs, and blades; also extending to cob and roots; first visible as a reddish-brown pigmentation of the midrib at the 4-6 leaf stage.",,MaizeGDB
zma,bm2|bm2-Mu-10-7045B|bm2-Mu-10-7049D|bm2-Mu-10-7061A|bm2-Mu-10-7065G|bm2-Mu-10-7067A|bm2-Mu-10-7067E-1|bm2-Mu-10-7067E-2|bm2-Mu-10-7067F|bm2-Mu-10-7073G|bm2-Mu-10-7084F|bm2-Mu-10-7090B|bm2-PI586725|GRMZM2G347056|Zm00001d034602|ncbi=541794,AY109096|brown midrib2|csu134a|csu134a(thf)|csuh134a|methylenetetrahydrofolate reductase1|mtf1|PCO119715(100)|umc372a|ZmMTHFR-1,GRMZM2G347056|Zm00001d034602,"brown midrib|brown pigment in vascular bundles of the sheath, midribs, and blades; also extending to cob and roots; first visible as a reddish-brown pigmentation of the midrib at the 4-6 leaf stage.",,MaizeGDB
zma,bm3|bm3-1|bm3-2|bm3-2001PR-1|bm3-91598-3|bm3-Burnham|bm3-MM1266|bm3-MM1818|AC196475.3_FG004|Zm00001d049541|ncbi=100125646,brown midrib3|caomt|catechol-O-methyltransferase|comt|IDP1403|mc1|omt1|ZmCOMT1,AC196475.3_FG004|Zm00001d049541,"brown midrib|brown pigment in vascular bundles of the sheath, midribs, and blades; also extending to cob and roots; first visible as a reddish-brown pigmentation of the midrib at the 4-6 leaf stage.",,MaizeGDB
zma,bm4|bm4-Mu 11-8009D|bm4-Mu 11-8034B|bm4-Mu 11-8050D|bm4-Mu 11-8050E1|bm4-Mu 11-8050E2|bm4-Mu 11-8052B|bm4-Mu 13-7027D|bm4-Mu 13-7029B|bm4-Mu 13-7033E|bm4-Mu 13-7064E|GRMZM2G393334|Zm00001d048514|ncbi=100194131,brown midrib4|fgp1|folylpolyglutamate synthetase1|PCO067114|PCO067114(707)|ZmFPGS,GRMZM2G393334|Zm00001d048514,"brown midrib|brown pigment in vascular bundles of the sheath, midribs, and blades; also extending to cob and roots; first visible as a reddish-brown pigmentation of the midrib at the 4-6 leaf stage.",,MaizeGDB
