species,group_ids,gene_identifiers
ath,ROT|CHS,At1g55180|PLDE|PLDA4|Phospholipase D
ath,PIG|GRS|ROT|LEF|IST,At1g55250|HUB2|Histone Mono-Ubiquitination
ath,HRM,At1g55320|AAE18|Acyl-Activation Enzyme
ath,EMB|SRF,At1g55325|GCT|MAB2|Grand Central
ath,EMB|SRL|NLS|TCM,At1g55350|EMB1275|AtDEK1|Embryo Defective
ath,CPR,At1g55370|NDF5|NAD(P)H Dehydrogenase-Dependent Cyclic Electron Flow
ath,GRS|LEF|TMP|LIT,At1g55490|Cpn60{beta}|LEN1|Chaperonin 60{beta}
ath,ARC,At1g55580|LAS|SCL18|Lateral Suppressor
ath,EMB,At1g55600|MINI3|WRKY10|Mini Seed
ath,PIG|GRS|FLT,At1g55670|PSAG|PSI-G|Photosystem I Subunit G
ath,EMB,At1g55870|AtPARN|AHG2|Poly(A) Ribonuclease
ath,EMB,At1g55900|EMB1860|TIM50|Embryo Defective
ath,TMP,At1g56070|LOS1|Low Response to Osmotic Stress
ath,EMB,At1g56200|EMB1303|Embryo Defective
ath,CHS,At1g56340|CRT1a|Calreticulin
ath,PTH,At1g56510|WRR4|White Rust Resistance
ath,NUT,At1g56650|PAP1|MYB75|SIAA1|Production of Anthocyanin Pigment
ath,PRA,At1g57750|MAH1|CYP96A15|Mid-Chain Alkane Hydroxylase
ath,CUL,At1g57820|VIM1|ORTH|Variant in Methylation
ath,EMB,At1g58210|EMB1674|Embryo Defective
ath,ROT,At1g58250|SAB|Sabre
ath,NUT,At1g58360|AAP1|NAT2|Amino Acid Permease
ath,PIG|GRS|WAT,At1g58440|SQE1|DRY2|Squalene Epoxidase
ath,PTH,At1g59560|DAL2|DIAP1-Like Protein
ath,FSM,At1g59640|BPE|ZCW32|Big Petal
ath,MGD|ROT|STT|RTH,At1g59820|ALA3|ITB2|Aminophospholipid ATPase
ath,PTH,At1g59870|PEN3|PDR8|Penetration
ath,EMB,At1g59990|EMB3108|Embryo Defective
ath,EMB,At1g60170|EMB1220|Embryo Defective
ath,GAM,At1g60490|AtVPS34|PI3K|Vacuolar Sorting Protein
ath,SRL|CUL,At1g60600|ABC4|Aberrant Chloroplast Development
ath,PIG|GRS|LEF,At1g60950|AtFD2|FED A|Ferredoxin
ath,PRA,At1g61120|TPS04|GES|Terpene Synthase
ath,HRM|CHS,At1g61210|DWA3|DWD Hypersensitive to ABA
ath,PIG|SSC,At1g61720|BAN|Banyuls
ath,PRA,At1g62180|2-Apr|APSR|PRH43|5'Adenylylphosphosulfate Reductase
ath,NUT,At1g62300|WRKY6|WRKY Transcription Factor
ath,SRL|NLS|LEF|TCM,At1g62340|ALE1|Abnormal Leaf Shape
ath,EMB|SRL|NLS|TCM,At1g62360|STM|BUM|WAM1|SHL|Shoot Meristemless
ath,PIG,At1g62640|KAS3|3-Ketoacyl-Acyl Carrier Protein Synthase
ath,EMB|GER|PIG,At1g62750|SCO1|Snowy Cotyledon
ath,FLT,At1g62830|LDL1|LSD1|SWP1|LSD1-Like
ath,SRF,At1g62940|ACOS5|Acyl-CoA Synthetase
ath,TCM,At1g62990|KNAT7|IRX11|Knotted-Like Homeobox of Arabidopsis thaliana
ath,RTH,"At1g63000|UER1|NRS/ER|UDP-4-Keto-6-Deoxy-D-Glucose-3,5-Epimerase-4-Reductase"
ath,EMB,At1g63160|EMB2811|RFC5|Embryo Defective
ath,NUT,At1g63440|HMA5|Heavy Metal ATPase 5
ath,RTH,At1g63650|EGL3|EGL1|AtMYC-2|Enhancer of Glabra
ath,SRL|PIG,At1g63680|PDE316|APG 13|Pigment Defective Embryo
ath,EMB|SRL,At1g63700|YDA|EMB71|MAPKKK4|Yoda
ath,PTH,At1g63880
ath,PTH,At1g63900|DAL1|DIAP1-Like Protein
ath,SRL|PIG|CUL,At1g63970|IspF|MECPS|Isoprenoid
ath,SRF,At1g63990|SPO11-2|Sporulation 11-2
ath,CHS,At1g64030|SRP3|Serpin
ath,GRS|PTH,At1g64060|AtrbohF|Respiratory Burst Oxidase Protein
ath,PTH,At1g64070|RLM1|Resistance to Leptosphaeria maculans
ath,PTH,At1g64280|NIM1|NPR1|SAI1|Non-Induced Immunity
ath,RTH|TCM,At1g64440|RHD1|REB1|UGE4|Root Hair Defective
ath,NLS|PIG|GRS|ROT|FLT|HRM,At1g64520|RPN12a|Regulatory Particle Non-ATPase
ath,GAM,At1g64570|DUO3|Duo Pollen
ath,GRS|LEF|ARC|CHS,At1g64670|BDG1|Bodyguard
ath,CPR,At1g64770|NDH45|NDF2|NAD(P)H Dehydrogenase Subunit
ath,EMB,At1g64790|ILA|GCN1|Ilithyia
ath,GRS,At1g64970|TMT1|VTE4|Tocopherol Methyltransferase
ath,LIT,At1g65310|XTH17|Xyloglucan Endotransglucosylase/Hydrolase
ath,MGD|GER|PIG,At1g65360|AGL23|Agamous-Like
ath,FSM|TCM|LIT,At1g65380|CLV2|RLP10|Clavata
ath,GRS|ROT|LEF|SRF|FLT,At1g65410|NAP11|ABCI13|TGD3|Non-Intrinsic ABC Protein
ath,CPR,At1g65420|NPQ7|Nonphotochemical Quenching
ath,GRS|ROT|LEF|IST|ARC|FSM|SRF|TCM,At1g65470|FAS1|NFB2|Fasciata
ath,FLT,At1g65480|FT|Flowering Locus T
ath,LEF,At1g65620|AS2|LBD6|Asymmetric Leaves
ath,CHS,At1g65770|AMR1|Ascorbic Acid and Mannose Pathway Regulator
ath,FSM|SRF,At1g66170|MMD1|Male Meiocyte Death
ath,NUT,At1g66200|GLN1;2|GSR2|Glutamine Synthase
ath,HRM,At1g66340|EIN1|ETR1|Ethylene Insensitive
ath,CHS,At1g66350|RGL1|RGA-Like
ath,SRL|PIG,At1g66520|PDE194|Pigment Defective Embryo
ath,WAT|HRM,At1g66600|ABO3|WRKY63|ABA Overly Sensitive
ath,GER|TMP|MPH|CHS,At1g66730|LIG6|DNA Ligase
ath,CUL,At1g66840|WEB2|PMI2|Weak Chloroplast Movement Under Blue Light
ath,PRA|CHS,At1g67080|ABA4|Abscisic Acid (ABA)-Deficient 4
ath,GRS|LEF|SRF|SEN,At1g67140|SWEETIE|Sweetie
ath,CUL,At1g67230|LINC1|Little Nuclei
ath,EMG,At1g67320|EMB2813|POLA3|Embryo Defective
ath,SRF,At1g67370|ASY1|Asynaptic
ath,EMB,At1g67440|EMB1688|Embryo Defective
ath,EMG,At1g67490|KNF|GCS|Knopf
ath,LIT,At1g67500|AtREV3
ath,NUT,At1g67550|URE|Urease
ath,EMB,At1g67630|EMB2814|POLA2|Embryo Defective
ath,EMB,At1g67730|KCR1|Beta-Ketoacyl Reductase
ath,MCH,At1g67940|STAR1|ABCI17|NAP3
ath,FLT,"At1g68050|FKF1|ADO3|Flavin Binding, Kelch Repeat, F-Box"
ath,HRM,At1g68100|IAR1|IAA-Alanine Resistant
ath,PIG|ROT|LEF|STT,At1g68310|AE7|AS1/2 Enhancer
ath,NLS|ROT,At1g68370|ARG1|Altered Response to Gravity
ath,SRL|PIG,At1g68450|PDE337|Pigment Defective Embryo
ath,LEF|FSM,At1g68480|JAG|Jagged
ath,PIG|IST|SRF,At1g68530|CER6|POP1|CUT1|Eceriferum
ath,OVP,At1g68540|TKPR2|CCRL2|Tetraketide Alpha-Pyrone Reductase
ath,LEF|FSM|STT,At1g68560|XYL1|TRG1|Xylosidase
ath,FSM,At1g68640|PAN|Perianthia
ath,PIG|GRS|SRF,At1g68720|TADA|tRNA Adenosine Deaminase
ath,NLS|PIG|GRS|LEF|IST|SRF,At1g68725|AGP19|Arabinogalactan-Protein
ath,EMB,At1g68730|AtZR1
ath,FSM|HRM,At1g68765|IDA|Inflorescence Deficient in Abscission
ath,ARC,At1g68800|BRC2|TCP12|Branched
ath,PIG,At1g68890|PHA|Phylloquinone Absence
ath,GEM,At1g68990|RPOTm|RPOMT|DNA-Directed RNA Polymerase
ath,FSM,At1g69120|AP1|AGL7|Apetala
ath,FSM,At1g69180|CRC|Crabs Claw
ath,CHS,At1g69190|cytHPPK/DHPS|Cytosolic HPPK/DHPS
ath,HRM,At1g69270|RPK1|Receptor-Like Protein Kinase
ath,CUL,At1g69390|AtMinE1|Arabidopsis Homologue of Bacterial MinE1
ath,MTM,At1g69440|AGO7|ZIP|Argonaute
ath,SEN,"At1g69490|NAP|NAC-Like, Activated by AP3/PI"
ath,OVP,At1g69500|CYP704B1|Cytochrome P450
ath,CPR,At1g69770|CMT3|Chromomethylase
ath,PRA|CPR|NUT,At1g69870|NRT1.7|Nitrate Transporter
ath,FLT|LIT,At1g69935|SHW1|Short Hypocotyl in White Light
ath,MGD,At1g69940|PPME1|Pollen Pectin Methylesterase
ath,EMB|SRL|PIG,At1g70070|ISE2|PDE317|EMB25|Increased Size Exclusion Limit
ath,FLT|SEN,At1g70170|MMP|Matrix Metalloproteinase
ath,GER,At1g70210|CYCD1;1|Cyclin D1;1
ath,RTH,At1g70460|RHS10|Root Hair Specific
ath,ROT|RTH|CHS,At1g70560|TIR2|Transport Inhibitor Response
ath,GER,At1g70910|DEP|Despierto
ath,ROT|LIT,At1g70940|PIN3|Pin-Formed
ath,NLS|ROT,At1g71100|RSW10|Radial Swelling
ath,RTH|LIT|HRM,At1g71230|CSN5B|AJH2|COP9-Signalosome
ath,GAM,At1g71270|VPS52|POK|TTD8|Vacuolar Sorting Protein
ath,EMB|CUL,At1g71440|PFI|TFCE|Pfifferling
ath,PIG,At1g71720|PDE338|Pigment Defective Embryo
ath,MGD|NUT,At1g71880|SUC1|Sucrose-Proton Symporter
ath,GRS|ROT|LEF|TCM|MPH,At1g72320|APUM23|Pumilio
ath,GEM,At1g72440|SWA2|EDA25|Slow Walker
ath,GRS|ROT|ARC|SRF,At1g72560|PSD|Paused
ath,HRM,At1g72770|HAB1|Homology to ABI1
ath,FSM|OVP|SRF,At1g72970|HTH|ACE|EDA17|Hothead
ath,PIG|GRS,At1g73060|LPA3|Low Photosystem II Accumulation
ath,IST,At1g73177|BNS|Bonsai
ath,STT,At1g73360|HDG11|Homeodomain Glabrous
ath,NLS|LEF|IST|ARC|FSM,At1g73590|PIN1|Pin-Formed
ath,CHS,At1g73660|AT6
ath,GRS|LEF|FSM,At1g73720|SMU1|Suppressors of MEC-8 and UNC-52
ath,NUT,At1g73730|EIL3|SLIM1|Ethylene-Insensitive3-Like3
ath,FLT,At1g73840|ESP1|Enhanced Silencing Phenotype
ath,PRA|CPR,At1g73990|SPPA1|Signal Peptide Peptidase
ath,STT|RTH,At1g74030|ENO1|Enolase
ath,GAM|GER|NLS|MSL,At1g74260|PUR4|Purine Biosynthesis
ath,TMP,At1g74310|HOT1|HSP101|Sensitive to Hot Temperatures
ath,PTH,At1g74710|SID2|EDS16|ICS1|SA Induction Deficient
ath,GRS|LEF|IST|ARC|FSM,At1g74720|QKY|Quirky
ath,SRL|PIG,At1g74850|PDE343|PTAC2|Pigment Defective Embryo
ath,EMB|GER|GRS|LEF|SSC|FLT,At1g74900|OTP43|Organelle Transcript Processing
ath,WAT|CHS,At1g74920|ALDH10A8|Aldehyde Dehydrogenase
ath,EMB|PRA|TMP,At1g74960|FAB1|KAS2|Fatty Acid Biosynthesis
ath,EMB,At1g74970|TWN3|Twin
ath,CUL,At1g75010|ARC3|Accumulation and Replication of Chloroplasts
ath,LIT,At1g75100|JAC1|J-Domain Protein Required for Chloroplast Accumulation Response
ath,EMB,At1g75350|EMB2184|Embryo Defective
ath,PRA|PTH,At1g75380|BBD1|Bifunctional Nuclease in Basal Defense Response
ath,LIT,At1g75500|WAT1|Walls Are Thin
ath,LIT,At1g75540|LHUS|BBX21|STH2|Long Hypocotyl Under Shade
ath,EMB|LEF|FLT,At1g75660|XRN3|Exoribonuclease
ath,LEF|IST|ARC|FSM,At1g75820|CLV1|FLO5|FAS3|Clavata
ath,SRF,At1g75950|ASK1|SKP1A|UIP1|Arabidopsis SKP1-Like
ath,NUT,At1g76030|VHA-B1|Vacuolar H(+)-ATPase
ath,EMB,At1g76060|EMB1793|Embryo Defective
ath,HRM|CHS,At1g76260|DWA2|DWD Hypersensitive to ABA
ath,NLS,At1g76420|CUC3|Cup Shaped Cotyledon
ath,GRS|SRF|SEN,At1g76490|HMG1|HMGR1|Hydroxy Methylglutaryl CoA Reductase
ath,PIG,At1g76620|PDE339|Pigment Defective Embryo
ath,GRS|FLT|FLT,At1g77080|MAF1|FLM|AGL27|MADS Affecting Flowering
ath,GAM|GRS,At1g77140|VPS45|Vacuolar Sorting Protein
ath,GRS|SRF,At1g77180|SKIP
ath,ARC,At1g77300|EFS|CCR1|SDG8|Early Flowering in Short Days
ath,OVP,At1g77390|TAM1|DYP|CYCA1|2|Tardy Asynchronous Meiosis
ath,EMB|GRS|LEF|FSM|SRF|HRM|PTH,At1g77470|EMB2810|RFC5|Embryo Defective
ath,CHS,At1g77490|tAPX|Thylakoidal Ascorbate Peroxidase
ath,OVP,At1g77860|KOM|Kompeito
ath,CPR|MCH,At1g78000|SEL1|SULTR1|2|Selenate Resistant
ath,SRL|LEF|MSL,At1g78240|TSD2|QUA2|Tumorous Shoot Development
ath,WAT,At1g78290|SRK2C|SNF1-Related Protein Kinase
ath,PRA|CHS,At1g78390|NCED9|Nine-Cis-Epoxycarotenoid Dioxygenase
ath,NLS|ROT|STT|RTH,At1g78570|RHM1|ROL1|Rhamnose Biosynthesis
ath,EMB,At1g78580|TPS1|Trehalose-6-Phosphate Synthase
ath,HRM|CHS,At1g78590|NADK3|NAD(H) Kinase
ath,EMB,At1g78630|EMB1473|Embryo Defective
ath,GEM,At1g78770|APC6|NOMEGA|CDC16|Anaphase-Promoting Complex
ath,NUT,At1g78870|UBC13A|Ubiquitin Conjugating Enzyme
ath,GAM,At1g78900|VHA-A|Vacuolar ATP Synthase Subunit
ath,ROT|SRF|FLT,At1g79000|HAC1|Histone Acetyltransferase CBP Family
ath,CPR,At1g79040|PsbR|Photosystem II Subunit R
ath,EMB,At1g79230|STR1|MST1|RDH1|ST1|Sulfurtransferase
ath,LEF|IST|ARC|FSM|SRF|FLT,At1g79280|NUA|AtTPR|Nuclear Pore Anchor
ath,EMB,At1g79350|EMB1135|Embryo Defective
ath,NLS|GRS|LEF|MSL|SRF|TMP|LIT,At1g79440|SSADH1|ALDH5F1|Succinic Semialdehyde Dehydrogenase
ath,GER|PIG|GRS|SRF,At1g79460|GA2|KS1|GA Deficient
ath,EMB,At1g79490|EMB2217|Embryo Defective
ath,EMB,At1g79560|EMB1047|FTSH12|Embryo Defective
ath,TCM,At1g79580|SMB|ANAC033|Sombrero
ath,GRS|ROT|IST|ARC|SRF,At1g79650|RAD23B|Radiation Sensitive
ath,EMB,At1g79810|PEX2|TED3|Peroxisomal Protein
ath,STT|RTH,At1g79840|GL2|Glabra
ath,PIG|SEN,At1g79850|ORE4|PRPS17|Oresara
ath,GEM,At1g79940|AtERDJ2A
ath,EMB,At1g80070|SUS2|EMB177|EMB14|EMB33|Abnormal Suspensor
ath,STT,At1g80080|TMM|RLP17|Too Many Mouths
ath,TCM|HRM,At1g80100|AHP6|Arabidopsis Histidine Phosphotransfer Protein
ath,EMB,At1g80260|EMB1427|GCP5|Embryo Defective
ath,NLS|GRS|ROT|LEF|FSM|SRF|MEC,At1g80350|FRA2|BOT1|ERH3|KTN1|Fragile Fiber
ath,SRL,At1g80380|GLYK|D-Glycerate 3-Kinase
ath,EMG,At1g80410|EMB2753|FEY|Embryo Defective
ath,MPH,At1g80420|XRCC1
ath,ROT|IST|FSM|FLT,At1g80680|SAR3|MOS3|PRE|Suppressor of Auxin Resistance
ath,NUT,At1g80760|NIP6;1|NOD26-Like Intrinsic Protein
ath,PIG,At1g80770|PDE318|Pigment Defective Embryo
ath,NUT,At1g80830|NRAMP1|PMIT1|Natural Resistance-Associated Macrophage Protein
ath,SRL|PIG,At2g01110|APG2|UNE2|Albino and Pale Green
ath,PIG,At2g01140|PDE345|Pigment Defective Embryo
ath,SRL|PIG,At2g01190|PDE331|Pigment Defective Embryo
ath,GRS|MSL|CUL|LIT,At2g01290|RPI2|Ribose-5-Phosphate Isomerase
ath,EMB,At2g01350|QPT|Quinolinic Acid Phosphoribosyl Transferase
ath,EMB,At2g01390|EMB3111|Embryo Defective
ath,EMB|TCM,At2g01420|PIN4|Pin-Formed
ath,PIG,At2g01570|RGA1|RGA|Repressor of GA1
ath,EMB,At2g01735|RIE1|Ring Finger Protein for Embryogenesis
ath,ROT|HRM,At2g01830|CRE1|WOL|AHK4|Cytokinin Response
ath,EMB,At2g01860|EMB975|Embryo Defective
ath,CPR,At2g01918|POL3|PsbQ-Like
ath,ARC,At2g01940|SGR5|AtIDD15|Shoot Gravitropism
ath,SEN,At2g01950|BRL2|VH1|BRI1-Like
ath,NUT|CHS,At2g01980|SOS1|NHX7|Salt Overly Sensitive
ath,EMB,At2g02150|EMB2794|Embryo Defective
ath,ROT|SEN|HRM,At2g02220|PSKR1|Phytosulfokin Receptor
ath,STT,At2g02480|STI|Stichel
ath,SRL|PIG,At2g02500|ISPD|AtMEPCT|Isoprenoid
ath,GRS|LEF|ARC|MSL|SEN|HRM,At2g02560|CAND1|ETA2|HVE|TID120|Cullin-Associated and Neddylation Dissociated
ath,CPR,At2g02810|AtUTr1|UDP-Galactose Transporter
ath,LIT,At2g02950|PKS1|Phytochrome Kinase Substrate
ath,GEM,At2g02955|MEE12|CCG|Maternal Effect Embryo Arrest
ath,EMB|PIG,At2g03050|SOLDAT10|Soldat
ath,GAM,At2g03120|AtSPP|Signal Peptide Peptidase
ath,EMB,At2g03150|EMB1579|Embryo Defective
ath,PRA,At2g03220|MUR2|FUT1|Cell Wall Mutant
ath,ROT|LIT,At2g03680|SPR1|SKU6|Spiral
ath,RTH,At2g03720|MRH6|Morphogenesis of Root Hair
ath,HRM|CHS|PTH,At2g03760|SOT12|RAR047|ST1|Sulphotransferase
ath,MCH,At2g03800|GEK1|Geko
ath,EMG,At2g03870|EMB2816|LSM7|Embryo Defective
ath,EMB,At2g04030|EMB1956|HSP90|Embryo Defective
ath,SRL|PIG,At2g04270|RNEE/G|RNase E/G-Like
ath,EMB,At2g04530|TRZ2|tRNase Z
ath,NLS|ROT|LEF|TCM,At2g04550|IBR5|DSPTP1E|Indole-3-Butyric Acid Response
ath,GAM,At2g04660|APC2|Anaphase-Promoting Complex
ath,EMB,At2g04842|EMB2761|Embryo Defective
ath,CUL,At2g05210|AtPOT1a|Protection of Telomeres
ath,GRS|LEF|MSL|FSM|SRF|SEN,At2g05990|MOD1|ENR|Mosaic Death
ath,SRF,At2g06050|OPR3|DDE1|Oxophytodienoate Reductase
ath,SRF|CHS,At2g06510|RPA70a|RPA1a|Replication Protein A
ath,PTH,At2g06925|AtSPLA|Phospholipase
ath,MGD|NLS|PIG|FSM,At2g07050|CAS1|Cycloartenol Synthase
ath,WAT|HRM,At2g13540|ABH1|ENS|ABA Hypersensitive
ath,FSM|SRF,At2g13680|CalS5|Gsl2|Callose Synthase
ath,CUL,At2g14120|DRP3B|Dynamin Related Protein
ath,CHS,At2g14540|SRP2|Serpin
ath,PTH,At2g14560|LURP1|Late Upregulated in Response to Hyaloperonospora Parasitica
ath,SRL|PIG,At2g15290|TIC21|PIC1|Translocon at Inner Membrane of Chloroplasts
ath,PIG|GRS,At2g15570|ATM3|GAT1|TRX-M3|AtHM3|ATP-Binding Cassette Transporter of Mitochondria
ath,LEF,At2g15790|SQN|CYP40|Squint
ath,SRL|PIG,At2g15820|OTP51|Organelle Transcript Processing
ath,CPR,At2g16390|DRD1|DMS1|CHR35|Defective in RNA-Directed DNA Methylation
ath,FSM|SRF,At2g16910|AMS|Aborted Microspores
ath,MSD,At2g17090|SSP|Short Suspensor
ath,EMB,At2g17250|EMB2762|Embryo Defective
ath,PTH,At2g17265|DMR1|HSK|Downy Mildew Resistant
ath,NUT|HRM,At2g17290|CPK6|AtCDPK3|Calcium-Dependent Protein Kinase
ath,MGD|SRF,At2g17430|NTA|MLO7|Nortia
ath,EMB,At2g17510|EMB2763|RRP44A|Embryo Defective
ath,TMP,At2g17870|CSP3|Cold Shock Domain Protein
ath,ARC|MSL|FSM,At2g17950|WUS|PGA6|Wuschel
ath,EMB,At2g18020|EMB2296|Embryo Defective
ath,EMB,At2g18290|EMB2783|APC10|Embryo Defective
ath,EMB|CUL,At2g18390|TTN5|HAL|Titan
ath,HRM,At2g18470|PERK4|Proline-Rich Extensin-Like Receptor Kinase
ath,EMB,At2g18510|EMB2444|SAP49|Embryo Defective
ath,SRL|PIG,At2g18710|SCY1|SecY Homolog
ath,NLS|PIG|ROT|LEF|IST|ARC|FSM|FLT|RTH|LIT,At2g18790|PHYB|HY3|OOP1|Phytochrome B
ath,GRS|TMP|LIT,At2g18950|HPT1|VTE2|TPT1|Homogentisate Phytyltransferase
ath,GRS|LEF|FSM|SRF,At2g19080|METAXIN|Metaxin
ath,HRM|CHS,At2g19430|DWA1|THO6|DWD Hypersensitive to ABA
ath,EMB|GER,At2g19450|TAG1|RDS1|ABX45|AS11|DGAT|Triacylglycerol Biosynthesis
ath,FLT,At2g19520|FVE|MIS4|Late Flowering
ath,ROT|HRM,At2g19560|EER5|Enhanced Ethylene Response
ath,PTH,At2g19570|CDA1|DESZ|Cytidine Deaminase
ath,LEF|IST,At2g19690|PLA2-BETA|Phospholipase
ath,NLS,At2g19760|PRF1|PFN1|Profilin
ath,CHS,At2g19810|AtOZF1|Oxidation-Related Zinc Finger
ath,SRL|ROT,At2g20000|HBT|CDC72b|Hobbit
ath,GRS|LEF|FSM|TCM,At2g20120|COV1|Continuous Vascular Ring
ath,LIT,At2g20180|PIL5|PIF1|Phytochrome Interacting Factor 3-Like
ath,GRS|ROT|SRF,At2g20190|CLASP|CLIP-Associated Protein
ath,LEF|SRF,At2g20300|ALE2|Abnormal Leaf Shape
ath,PTH,At2g20310|RIN13|RPM1 Interacting Protein
ath,CUL,At2g20370|MUR3|KAM1|Murus
ath,EMB,At2g20580|RPN1A|Proteasome Regulatory Subunit
ath,GAM,At2g20585|NFD6|Nuclear Fusion Defective
ath,ROT,At2g20610|SUR1|RTY|ALF1|HLS3|Super Root
ath,PTH,At2g20630|PIA1|PP2C Induced by AvrRpm
ath,LIT,At2g20750|AtEXPB1|Expansin
ath,PRA,At2g20810|GAUT10|LGT4|Galacturonosyltransferase
ath,PIG|GRS,At2g20890|THF1|PSB29|Thylakoid Formation
ath,PTH,At2g20990|SYTA|Synaptotagmin
ath,FLT|CDR,At2g21070|FIO1|Fiona
ath,CDR,At2g21150|XCT|XAP5 Circadian Timekeeper
ath,SRL,At2g21170|cpTPI|TIM|Plastid Isoform Triose Phosphate Isomerase
ath,EMB,At2g21470|EMB2764|SAE2|Embryo Defective
ath,HRM|CHS,"At2g21660|CCR2|GRP7|Cold, Circadian Rhythm, and RNA Binding"
ath,EMB,At2g21710|EMB2219|Embryo Defective
ath,PIG|ROT|LEF|MSL|FSM|CUL,At2g21790|RNR1|CLS8|Ribonucleotide Reductase
ath,GAM,At2g21870|MGP1|Male Gametophyte Defective
ath,PRA|PTH,At2g22010|RKP|Related to KPC1
ath,MGD|NLS|GRS|ROT,At2g22125|CSI1|Cellulose Synthase-Interactive Protein
ath,MSL|PTH,At2g22300|SR1|CAMTA3|Signal Responsive
ath,GRS,At2g22410|SLO1|Slow Growth
ath,FLT,At2g22540|SVP|AGL22|Short Vegetative Phase
ath,FLT,At2g22630|AGL17|Agamous-Like
ath,STT|TCM,At2g22640|BRK1|Brick
ath,CUL,At2g22770|NAI1
ath,LIT,At2g22780|PMDH1|Peroxisomal NAD-Malate Dehydrogenase
ath,NLS|IST,At2g22810|ACS4|Aminocyclopropane Carboxylate Synthase
ath,EMB,At2g22870|EMB2001|Embryo Defective
ath,PRA,At2g22990|SNG1|SCPL8|Sinapoylglucose Accumulator
ath,LEF,At2g23380|CLF|ICU1|Curly Leaf
ath,SRL|PIG,At2g24120|PDE319|SCA3|Pigment Defective Embryo
ath,GRS,At2g24270|ALDH11A3|NP-GAPDH
ath,GRS|FLT|STT,At2g24490|RPA2|ROR1|Replicon Protein
ath,LIT,At2g24790|COL3|Constans-Like
ath,GAM,At2g24840|AGL61|DIA|Agamous-Like
ath,CHS,At2g25110|SDF2|SDL|Stromal Cell-Derived Factor
ath,PIG|ROT,At2g25170|PKL|GYM|SSL2|Pickle
ath,ROT|TCM,At2g25180|ARR12|Arabidopsis Response Regulator
ath,HRM,At2g25490|EBF1|FBL6|EIN3-Binding F Box Protein
ath,MGD,At2g25600|SPIK|AKT6|Shaker Family K+ Channel
ath,EMB,At2g25660|EMB2410|Embryo Defective
ath,PRA|NUT,At2g25680|MOT1|Molybdate Transporter
ath,GEM,At2g25710|HCS1|Holocarboxylase Synthetase
ath,EMG,At2g25840|OVA4|Ovule Abortion
ath,NHM,At2g25850|PAPS2|Poly(A) Polymerase
ath,NLS|FLT,At2g25930|ELF3|Early Flowering
ath,SRL|GER|PIG,At2g26000|BRIZ2|BRAP2 RING ZnUBP Domain-Containing Protein
ath,EMB,At2g26060|EMB1345|CIAO1|Embryo Defective
ath,HRM,At2g26070|RTE1|Reversion-To-Ethylene Sensitivity
ath,LIT,At2g26140|FtsH4|FtsH Protease
ath,TMP,At2g26150|HsfA2|Heat Shock Transcription Factor
ath,GRS|LEF|ARC,At2g26170|CYP711A1|MAX1|Phytochrome P450
ath,LEF|FSM|STT,At2g26250|FDH|KCS10|Fiddlehead
ath,MGD|NLS|TCM|HRM,At2g26300|GPA1|G-Protein Alpha Subunit
ath,LEF|IST|FSM,At2g26330|ER|QRP1|Erecta
ath,EMB,At2g26350|PEX10|Peroxisomal Protein
ath,NLS|GRS|SSC,At2g26460|SMU2|Suppressors of MEC-8 and UNC-52
ath,SRL|PIG,At2g26510|PDE135|Pigment Defective Embryo
ath,PIG|FLT|LIT,At2g26550|HO2|Heme Oxygenase
ath,CUL,At2g26570|WEB1|Weak Chloroplast Movement Under Blue Light
ath,CPR,At2g26650|AKT1|Arabidopsis Potassium Transport
ath,NLS|PIG|GRS|LIT,At2g26670|HY1|GUN2|HY6|TED4|HO1|Elongated Hypocotyl
ath,IST|LIT,At2g26710|BAS1|CYP72B1|CYP734A1|PHYB Activation Tagged Suppressor
ath,EMB,At2g26830|EMB1187|Embryo Defective
ath,EMB|GRS|IST,At2g26890|GRV2|KAM2|RME-8|Gravitropism Defective
ath,SRL|PIG,At2g26930|PDE277|CDPMEK|ISPE|Pigment Defective Embryo
ath,SRL|PIG|GRS,At2g26990|FUS12|CSN2|COP12|Fusca
ath,CPR,At2g27040|AGO4|OCP11|Argonaute
ath,HRM,At2g27050|EIL1|Ethylene-Insensitive3-Like
ath,LEF|MTM|TCM,At2g27100|SE|Serrate
ath,MSL|CHS,At2g27150|AAO3|Aldehyde Oxidase
ath,EMB|CUL,At2g27170|TTN7|SMC3|Titan
ath,ROT,At2g27230|LHW|Lonesome Highway
ath,IST|ARC|FSM|TCM,At2g27250|CLV3|Clavata
ath,ROT,At2g27300|NTL8|ANAC040|NTM1-Like
ath,EMB,At2g28000|SLP|CPN60A|Schlepperless
ath,GRS|LEF|FSM|SRF,At2g28110|FRA8|IRX7|Fragile Fiber
ath,SRL,At2g28160|FRU|FIT1|BHLH029|FER-Like Regulator of Iron Uptake
ath,GRS|LEF|IST|ARC|FSM|SRF|TCM,At2g28290|SYD|CHR3|Splayed
ath,FLT,At2g28550|TOE1|RAP2.7|Target of Early Activation Tagged
ath,CHS,At2g28560|RAD51B|Rad51 Paralog
ath,FSM,At2g28610|PRS|WOX3|Pressed Flower
ath,PRA|WAT,At2g28670|ESB2|Enhanced Suberin
ath,PIG,At2g28800|ALB3|Oxa1p|Albino
ath,EMB,At2g28880|EMB1997|ADCS|Embryo Defective
